1.2	1671470669.9817166
1.2	1671470670.4487522
1.4	1671470671.0158315
1.4	1671470671.4161072
1.2	1671470671.6162443
1.2	1671470672.016555
1.2	1671470672.2834322
1.3	1671470672.55031
1.3	1671470672.8171682
1.4	1671470673.1840806
1.4	1671470673.5176356
1.2	1671470673.851196
1.2	1671470674.1847603
1.2	1671470674.2181168
1.2	1671470674.5516798
1.3	1671470674.9185896
1.5	1671470675.4189134
1.5	1671470675.4522681
1.4	1671470675.7191126
1.4	1671470676.3529184
1.4	1671470676.3862767
1.5	1671470677.0868077
1.8	1671470677.6205509
1.8	1671470677.6539097
1.7	1671470678.154276
1.8	1671470678.6546423
1.8	1671470678.6880007
2.0	1671470679.188379
2.0	1671470679.6887555
2.0	1671470679.722111
1.9	1671470680.222443
1.9	1671470680.6894171
1.9	1671470680.7227728
2.1	1671470681.189753
2.1	1671470681.623375
2.1	1671470681.6567304
2.2	1671470681.9235754
2.1	1671470683.124387
2.1	1671470683.1577435
2.2	1671470683.257813
2.2	1671470683.2911694
2.2	1671470683.6247342
2.4	1671470684.2918365
2.4	1671470684.3251915
2.3	1671470684.825525
2.5	1671470685.3925948
2.5	1671470685.4259517
2.7	1671470685.9930496
2.7	1671470686.5268126
2.7	1671470686.560173
2.8	1671470686.9271147
2.9	1671470687.5609086
2.9	1671470687.5942662
3.2	1671470687.994569
3.0	1671470688.4282355
3.0	1671470688.4615948
2.8	1671470688.9953132
3.8	1671470689.4623013
3.8	1671470689.4956574
3.9	1671470689.996001
4.3	1671470690.5296996
4.3	1671470690.5630558
4.4	1671470691.0300598
4.7	1671470691.5304265
4.7	1671470691.5637841
5.1	1671470691.9307177
5.3	1671470692.4977965
5.3	1671470692.5311544
5.4	1671470693.0315394
5.5	1671470693.5319364
5.5	1671470693.5652964
5.8	1671470693.9655974
5.8	1671470694.1323872
5.8	1671470694.165745
6.2	1671470694.899627
6.6	1671470695.5000892
6.6	1671470695.5334482
7.8	1671470696.0338175
8.5	1671470696.6342525
