0.0	1671623072.0872293
0.0	1671623072.121172
0.0	1671623072.1538649
962.1	1671623072.1872864
821.6	1671623072.2208343
988.6	1671623072.2541735
192.3	1671623072.2872725
386.1	1671623072.3209774
181.2	1671623072.3546762
666.6	1671623072.3878129
689.1	1671623072.4210448
606.6	1671623072.4544163
175.6	1671623072.4874501
168.6	1671623072.521185
111.8	1671623072.554206
894.8	1671623072.5875561
70.6	1671623072.621243
466.6	1671623072.6546345
622.1	1671623072.6875937
618.6	1671623072.7209735
508.6	1671623072.7548237
661.6	1671623072.7877293
666.6	1671623072.8214257
416.6	1671623072.8546338
806.6	1671623072.8877692
516.6	1671623072.9213247
161.2	1671623072.954856
